Antecedent,Consequent,Support,Confidence,Lift,Rule_Type
"{beef, newspapers}",{root vegetables},0.0004,0.1875,2.2967,Normal
"{frankfurter, fruit/vegetable juice}",{root vegetables},0.0004,0.1875,2.2967,Normal
"{misc. beverages, sausage}",{root vegetables},0.0004,0.1875,2.2967,Normal
"{chicken, whipped/sour cream}",{tropical fruit},0.0004,0.1875,2.0217,Normal
"{frozen meals, rolls/buns}",{tropical fruit},0.0004,0.1875,2.0217,Normal
"{napkins, whole milk}",{tropical fruit},0.0004,0.1875,2.0217,Normal
"{butter milk, rolls/buns}",{yogurt},0.0004,0.1875,1.9726,Normal
"{chocolate, other vegetables}",{yogurt},0.0004,0.1875,1.9726,Normal
"{hamburger meat, tropical fruit}",{yogurt},0.0004,0.1875,1.9726,Normal
"{bottled beer, brown bread}",{soda},0.0004,0.1875,1.8677,Normal
"{dessert, sausage}",{soda},0.0004,0.1875,1.8677,Normal
"{domestic eggs, root vegetables}",{soda},0.0004,0.1875,1.8677,Normal
"{hamburger meat, rolls/buns}",{soda},0.0004,0.1875,1.8677,Normal
"{hamburger meat, tropical fruit}",{soda},0.0004,0.1875,1.8677,Normal
"{soft cheese, whole milk}",{soda},0.0004,0.1875,1.8677,Normal
"{specialty bar, whole milk}",{soda},0.0004,0.1875,1.8677,Normal
"{rolls/buns, sausage, whole milk}",{soda},0.0004,0.1875,1.8677,Normal
{artif. sweetener},{sausage},0.0004,0.1875,1.808,Normal
{candles},{sausage},0.0009,0.1875,1.808,Normal
"{bottled water, curd}",{sausage},0.0004,0.1875,1.808,Normal
"{butter, tropical fruit}",{sausage},0.0004,0.1875,1.808,Normal
"{canned beer, chicken}",{sausage},0.0004,0.1875,1.808,Normal
"{chicken, whipped/sour cream}",{sausage},0.0004,0.1875,1.808,Normal
"{frozen meals, rolls/buns}",{sausage},0.0004,0.1875,1.808,Normal
"{hamburger meat, tropical fruit}",{sausage},0.0004,0.1875,1.808,Normal
"{hard cheese, rolls/buns}",{sausage},0.0004,0.1875,1.808,Normal
"{hygiene articles, whole milk}",{sausage},0.0004,0.1875,1.808,Normal
"{margarine, pork}",{sausage},0.0004,0.1875,1.808,Normal
"{other vegetables, whole milk, yogurt}",{sausage},0.0004,0.1875,1.808,Normal
{female sanitary products},{rolls/buns},0.0004,0.1875,1.57,Normal
"{bottled beer, brown bread}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{bottled water, curd}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{chocolate, sausage}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{coffee, tropical fruit}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{frankfurter, fruit/vegetable juice}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{grapes, other vegetables}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{sausage, soda, whole milk}",{rolls/buns},0.0004,0.1875,1.57,Normal
"{beef, tropical fruit}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{beef, whipped/sour cream}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{bottled beer, brown bread}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{bottled beer, domestic eggs}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{butter, tropical fruit}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{chicken, sausage}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{chicken, whipped/sour cream}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{hard cheese, rolls/buns}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{hygiene articles, whole milk}",{other vegetables},0.0004,0.1875,1.3184,Normal
"{sausage, soda, whole milk}",{other vegetables},0.0004,0.1875,1.3184,Normal
{dog food},{whole milk},0.0009,0.1875,0.9636,Normal
{female sanitary products},{whole milk},0.0004,0.1875,0.9636,Normal
{pot plants},{whole milk},0.0013,0.1875,0.9636,Normal
"{beef, newspapers}",{whole milk},0.0004,0.1875,0.9636,Normal
"{butter, tropical fruit}",{whole milk},0.0004,0.1875,0.9636,Normal
"{chicken, sausage}",{whole milk},0.0004,0.1875,0.9636,Normal
"{coffee, tropical fruit}",{whole milk},0.0004,0.1875,0.9636,Normal
"{domestic eggs, root vegetables}",{whole milk},0.0004,0.1875,0.9636,Normal
"{grapes, other vegetables}",{whole milk},0.0004,0.1875,0.9636,Normal
"{ham, rolls/buns}",{whole milk},0.0004,0.1875,0.9636,Normal
"{meat, rolls/buns}",{whole milk},0.0004,0.1875,0.9636,Normal
"{misc. beverages, sausage}",{whole milk},0.0004,0.1875,0.9636,Normal
{long life bakery product},{whole milk},0.0027,0.1863,0.9573,Normal
{frozen fish},{tropical fruit},0.0012,0.186,2.006,Normal
{frozen fish},{whole milk},0.0012,0.186,0.9562,Normal
"{frankfurter, pip fruit}",{rolls/buns},0.0007,0.1852,1.5506,Normal
"{pastry, tropical fruit}",{rolls/buns},0.0007,0.1852,1.5506,Normal
"{frankfurter, pip fruit}",{whole milk},0.0007,0.1852,0.9517,Normal
{cake bar},{sausage},0.001,0.1842,1.7763,Normal
"{pork, soda}",{other vegetables},0.001,0.1842,1.2953,Normal
{cake bar},{whole milk},0.001,0.1842,0.9467,Normal
"{pork, soda}",{whole milk},0.001,0.1842,0.9467,Normal
"{domestic eggs, whole milk}",{other vegetables},0.0013,0.1837,1.2915,Normal
"{sausage, whole milk}",{yogurt},0.0032,0.1833,1.9288,Normal
{oil},{other vegetables},0.0027,0.1827,1.2846,Normal
{oil},{whole milk},0.0027,0.1827,0.9389,Normal
"{coffee, frankfurter}",{curd},0.0006,0.1818,4.7035,Normal
{vinegar},{chicken},0.0006,0.1818,4.106,Normal
"{sausage, whole milk, yogurt}",{pork},0.0006,0.1818,3.0522,Normal
"{domestic eggs, other vegetables}",{frankfurter},0.0009,0.1818,2.5884,Normal
"{domestic eggs, tropical fruit}",{citrus fruit},0.0006,0.1818,2.4056,Normal
"{brown bread, sausage}",{root vegetables},0.0006,0.1818,2.2271,Normal
"{frozen vegetables, rolls/buns}",{root vegetables},0.0006,0.1818,2.2271,Normal
"{fruit/vegetable juice, sausage}",{tropical fruit},0.0006,0.1818,1.9604,Normal
"{citrus fruit, pip fruit}",{yogurt},0.0006,0.1818,1.9128,Normal
"{frozen vegetables, rolls/buns}",{yogurt},0.0006,0.1818,1.9128,Normal
{vinegar},{soda},0.0006,0.1818,1.8111,Normal
"{domestic eggs, tropical fruit}",{soda},0.0006,0.1818,1.8111,Normal
"{sausage, whole milk, yogurt}",{soda},0.0006,0.1818,1.8111,Normal
"{soda, yogurt}",{sausage},0.0014,0.1818,1.7532,Normal
"{domestic eggs, other vegetables}",{rolls/buns},0.0009,0.1818,1.5224,Normal
"{frankfurter, shopping bags}",{rolls/buns},0.0006,0.1818,1.5224,Normal
{fish},{other vegetables},0.0006,0.1818,1.2784,Normal
{hard cheese},{other vegetables},0.0029,0.1818,1.2784,Normal
{salty snack},{other vegetables},0.0032,0.1818,1.2784,Normal
{vinegar},{other vegetables},0.0006,0.1818,1.2784,Normal
"{coffee, frankfurter}",{other vegetables},0.0006,0.1818,1.2784,Normal
"{domestic eggs, tropical fruit}",{other vegetables},0.0006,0.1818,1.2784,Normal
"{frozen vegetables, rolls/buns}",{other vegetables},0.0006,0.1818,1.2784,Normal
"{root vegetables, whipped/sour cream}",{other vegetables},0.0006,0.1818,1.2784,Normal
{butter},{whole milk},0.0066,0.1818,0.9344,Normal
{hard cheese},{whole milk},0.0029,0.1818,0.9344,Normal
"{beef, root vegetables}",{whole milk},0.0006,0.1818,0.9344,Normal
"{frankfurter, sausage}",{whole milk},0.0006,0.1818,0.9344,Normal
"{hamburger meat, other vegetables}",{whole milk},0.0006,0.1818,0.9344,Normal
{frozen vegetables},{whole milk},0.0052,0.1809,0.9297,Normal
{processed cheese},{root vegetables},0.0016,0.1803,2.2089,Normal
{rolls/buns},{whole milk},0.0215,0.18,0.9248,Normal
"{bottled beer, yogurt}",{whole milk},0.001,0.1795,0.9224,Normal
"{margarine, other vegetables}",{pork},0.0007,0.1786,2.9977,Normal
"{frozen vegetables, sausage}",{canned beer},0.0007,0.1786,2.833,Normal
{dish cleaner},{sausage},0.0007,0.1786,1.7219,Normal
"{margarine, other vegetables}",{sausage},0.0007,0.1786,1.7219,Normal
{cling film/bags},{other vegetables},0.0007,0.1786,1.2556,Normal
"{butter, rolls/buns}",{whole milk},0.0007,0.1786,0.9177,Normal
{margarine},{whole milk},0.0049,0.178,0.9149,Normal
{canned fish},{rolls/buns},0.0012,0.1778,1.4886,Normal
{canned fish},{whole milk},0.0012,0.1778,0.9137,Normal
{yogurt},{whole milk},0.0169,0.1775,0.9125,Normal
{detergent},{yogurt},0.0016,0.1774,1.8665,Normal
"{beverages, other vegetables}",{specialty bar},0.0004,0.1765,12.6131,Normal
"{other vegetables, rolls/buns, whole milk}",{white bread},0.0004,0.1765,8.3799,Normal
"{butter, pastry}",{coffee},0.0004,0.1765,5.2509,Normal
"{beverages, other vegetables}",{curd},0.0004,0.1765,4.5652,Normal
"{frozen meals, sausage}",{curd},0.0004,0.1765,4.5652,Normal
{curd cheese},{pastry},0.0004,0.1765,3.3246,Normal
"{other vegetables, rolls/buns, whole milk}",{pastry},0.0004,0.1765,3.3246,Normal
{male cosmetics},{pork},0.0004,0.1765,2.9624,Normal
"{frozen meals, sausage}",{bottled water},0.0004,0.1765,2.927,Normal
{spices},{canned beer},0.0004,0.1765,2.7997,Normal
"{beverages, other vegetables}",{canned beer},0.0004,0.1765,2.7997,Normal
"{newspapers, soda}",{canned beer},0.0004,0.1765,2.7997,Normal
{male cosmetics},{pip fruit},0.0004,0.1765,2.7618,Normal
{sweet spreads},{pip fruit},0.0009,0.1765,2.7618,Normal
"{canned beer, frozen vegetables}",{pip fruit},0.0004,0.1765,2.7618,Normal
{rice},{frankfurter},0.0004,0.1765,2.5123,Normal
"{canned beer, frozen vegetables}",{frankfurter},0.0004,0.1765,2.5123,Normal
"{hamburger meat, root vegetables}",{frankfurter},0.0004,0.1765,2.5123,Normal
"{pastry, pork}",{frankfurter},0.0004,0.1765,2.5123,Normal
"{pip fruit, whipped/sour cream}",{frankfurter},0.0004,0.1765,2.5123,Normal
{male cosmetics},{root vegetables},0.0004,0.1765,2.1616,Normal
{rice},{tropical fruit},0.0004,0.1765,1.9028,Normal
"{curd, other vegetables}",{tropical fruit},0.0009,0.1765,1.9028,Normal
{male cosmetics},{yogurt},0.0004,0.1765,1.8566,Normal
"{bottled water, butter}",{yogurt},0.0004,0.1765,1.8566,Normal
"{bottled water, chicken}",{yogurt},0.0004,0.1765,1.8566,Normal
"{cream cheese , sausage}",{yogurt},0.0004,0.1765,1.8566,Normal
"{frozen meals, sausage}",{yogurt},0.0004,0.1765,1.8566,Normal
"{newspapers, soda}",{yogurt},0.0004,0.1765,1.8566,Normal
"{onions, whole milk}",{yogurt},0.0009,0.1765,1.8566,Normal
"{pip fruit, shopping bags}",{yogurt},0.0004,0.1765,1.8566,Normal
{curd cheese},{soda},0.0004,0.1765,1.7579,Normal
"{canned beer, frozen vegetables}",{soda},0.0004,0.1765,1.7579,Normal
"{citrus fruit, shopping bags}",{soda},0.0004,0.1765,1.7579,Normal
"{frozen meals, sausage}",{soda},0.0004,0.1765,1.7579,Normal
"{pip fruit, shopping bags}",{soda},0.0004,0.1765,1.7579,Normal
"{curd, other vegetables}",{sausage},0.0009,0.1765,1.7016,Normal
"{curd, pip fruit}",{sausage},0.0004,0.1765,1.7016,Normal
{rice},{rolls/buns},0.0004,0.1765,1.4776,Normal
{spices},{rolls/buns},0.0004,0.1765,1.4776,Normal
"{beverages, other vegetables}",{rolls/buns},0.0004,0.1765,1.4776,Normal
"{curd, pip fruit}",{rolls/buns},0.0004,0.1765,1.4776,Normal
"{frozen meals, sausage}",{rolls/buns},0.0004,0.1765,1.4776,Normal
{spices},{other vegetables},0.0004,0.1765,1.2408,Normal
"{butter, pastry}",{other vegetables},0.0004,0.1765,1.2408,Normal
"{canned beer, frozen vegetables}",{other vegetables},0.0004,0.1765,1.2408,Normal
"{curd, pip fruit}",{other vegetables},0.0004,0.1765,1.2408,Normal
"{frozen meals, sausage}",{other vegetables},0.0004,0.1765,1.2408,Normal
"{pip fruit, shopping bags}",{other vegetables},0.0004,0.1765,1.2408,Normal
{spices},{whole milk},0.0004,0.1765,0.9069,Normal
"{citrus fruit, rolls/buns}",{whole milk},0.0013,0.1765,0.9069,Normal
"{hamburger meat, root vegetables}",{whole milk},0.0004,0.1765,0.9069,Normal
{coffee},{whole milk},0.0059,0.176,0.9044,Normal
"{root vegetables, yogurt}",{tropical fruit},0.001,0.175,1.8869,Normal
"{canned beer, yogurt}",{whole milk},0.001,0.175,0.8994,Normal
"{other vegetables, shopping bags}",{whole milk},0.001,0.175,0.8994,Normal
"{canned beer, pork}",{oil},0.0006,0.1739,11.5936,Normal
"{root vegetables, shopping bags}",{margarine},0.0006,0.1739,6.3128,Normal
"{coffee, soda}",{pastry},0.0006,0.1739,3.2765,Normal
{flower (seeds)},{root vegetables},0.0006,0.1739,2.1303,Normal
"{coffee, soda}",{root vegetables},0.0006,0.1739,2.1303,Normal
"{bottled water, pastry}",{tropical fruit},0.0006,0.1739,1.8752,Normal
{flower (seeds)},{yogurt},0.0006,0.1739,1.8296,Normal
"{berries, whole milk}",{yogurt},0.0006,0.1739,1.8296,Normal
"{domestic eggs, sausage}",{soda},0.0006,0.1739,1.7324,Normal
"{sugar, whole milk}",{soda},0.0006,0.1739,1.7324,Normal
{flower (seeds)},{sausage},0.0006,0.1739,1.677,Normal
"{bottled beer, root vegetables}",{sausage},0.0006,0.1739,1.677,Normal
"{berries, whole milk}",{rolls/buns},0.0006,0.1739,1.4562,Normal
"{domestic eggs, sausage}",{rolls/buns},0.0006,0.1739,1.4562,Normal
"{root vegetables, shopping bags}",{rolls/buns},0.0006,0.1739,1.4562,Normal
"{bottled beer, root vegetables}",{other vegetables},0.0006,0.1739,1.2229,Normal
"{bottled water, pastry}",{other vegetables},0.0006,0.1739,1.2229,Normal
"{domestic eggs, sausage}",{other vegetables},0.0006,0.1739,1.2229,Normal
"{pork, sausage}",{other vegetables},0.0006,0.1739,1.2229,Normal
{flower (seeds)},{whole milk},0.0006,0.1739,0.8938,Normal
{grapes},{whole milk},0.0035,0.1739,0.8938,Normal
{pastry},{whole milk},0.0092,0.1739,0.8938,Normal
"{bottled water, pastry}",{whole milk},0.0006,0.1739,0.8938,Normal
"{brown bread, pork}",{whole milk},0.0006,0.1739,0.8938,Normal
"{pork, tropical fruit}",{whole milk},0.0006,0.1739,0.8938,Normal
"{root vegetables, shopping bags}",{whole milk},0.0006,0.1739,0.8938,Normal
{salty snack},{whole milk},0.003,0.1736,0.892,Normal
{turkey},{whole milk},0.0013,0.1731,0.8895,Normal
"{frankfurter, rolls/buns}",{whole milk},0.0013,0.1731,0.8895,Normal
{candy},{whole milk},0.002,0.1728,0.8883,Normal
"{butter, soda}",{shopping bags},0.0007,0.1724,4.2539,Normal
"{domestic eggs, rolls/buns}",{bottled beer},0.0007,0.1724,3.3112,Normal
"{domestic eggs, rolls/buns}",{bottled water},0.0007,0.1724,2.8597,Normal
"{butter, soda}",{frankfurter},0.0007,0.1724,2.4545,Normal
"{frozen vegetables, other vegetables}",{citrus fruit},0.0007,0.1724,2.2812,Normal
"{fruit/vegetable juice, rolls/buns}",{yogurt},0.0007,0.1724,1.8139,Normal
"{shopping bags, tropical fruit}",{yogurt},0.0007,0.1724,1.8139,Normal
"{shopping bags, tropical fruit}",{rolls/buns},0.0007,0.1724,1.4437,Normal
"{soda, whipped/sour cream}",{rolls/buns},0.0007,0.1724,1.4437,Normal
"{pip fruit, sausage}",{other vegetables},0.0007,0.1724,1.2123,Normal
"{citrus fruit, yogurt}",{whole milk},0.0014,0.1724,0.8861,Normal
{beef},{whole milk},0.0082,0.1722,0.885,Normal
{flour},{tropical fruit},0.0016,0.1719,1.8532,Normal
"{pastry, whole milk}",{sausage},0.0016,0.1719,1.6573,Normal
"{pastry, whole milk}",{rolls/buns},0.0016,0.1719,1.4391,Normal
{meat},{whole milk},0.0042,0.1716,0.8819,Normal
"{canned beer, sausage}",{brown bread},0.0009,0.1714,4.9316,Normal
"{pork, yogurt}",{citrus fruit},0.0009,0.1714,2.2682,Normal
"{citrus fruit, soda}",{tropical fruit},0.0009,0.1714,1.8484,Normal
"{other vegetables, pastry}",{soda},0.0009,0.1714,1.7076,Normal
"{pork, yogurt}",{soda},0.0009,0.1714,1.7076,Normal
"{pork, yogurt}",{sausage},0.0009,0.1714,1.653,Normal
"{pastry, sausage}",{yogurt},0.001,0.1707,1.7962,Normal
"{pork, rolls/buns}",{yogurt},0.001,0.1707,1.7962,Normal
"{bottled water, soda}",{other vegetables},0.001,0.1707,1.2005,Normal
"{coffee, whole milk}",{other vegetables},0.001,0.1707,1.2005,Normal
"{pastry, rolls/buns}",{other vegetables},0.001,0.1707,1.2005,Normal
"{bottled water, sausage}",{whole milk},0.001,0.1707,0.8775,Normal
"{citrus fruit, tropical fruit}",{whole milk},0.001,0.1707,0.8775,Normal
"{pork, rolls/buns}",{whole milk},0.001,0.1707,0.8775,Normal
{ham},{whole milk},0.0045,0.1703,0.8754,Normal
{finished products},{rolls/buns},0.0012,0.1702,1.4252,Normal
"{other vegetables, pork}",{whole milk},0.0012,0.1702,0.8748,Normal
"{root vegetables, sausage}",{whole milk},0.0012,0.1702,0.8748,Normal
{bottled water},{whole milk},0.0102,0.1699,0.873,Normal
{waffles},{whole milk},0.0027,0.1696,0.8719,Normal
"{other vegetables, sausage}",{rolls/buns},0.002,0.1687,1.4123,Normal
"{other vegetables, sausage}",{whole milk},0.002,0.1687,0.8669,Normal
{specialty chocolate},{citrus fruit},0.0027,0.1681,2.2247,Normal
{citrus fruit},{whole milk},0.0127,0.1679,0.8631,Normal
{beverages},{whole milk},0.0033,0.1679,0.8628,Normal
{sausage},{whole milk},0.0173,0.1669,0.8578,Normal
"{curd, frankfurter}",{waffles},0.0004,0.1667,10.317,Normal
"{onions, rolls/buns}",{napkins},0.0004,0.1667,9.0984,Normal
"{margarine, yogurt}",{butter milk},0.0004,0.1667,8.4963,Normal
"{butter milk, whole milk}",{white bread},0.0004,0.1667,7.9144,Normal
"{chicken, citrus fruit}",{cream cheese },0.0004,0.1667,7.2219,Normal
"{frozen meals, whole milk}",{meat},0.0004,0.1667,6.8373,Normal
"{whipped/sour cream, yogurt}",{onions},0.0006,0.1667,6.6408,Normal
"{beverages, soda}",{hamburger meat},0.0004,0.1667,5.9256,Normal
"{sausage, white bread}",{hamburger meat},0.0004,0.1667,5.9256,Normal
"{canned beer, frankfurter}",{frozen vegetables},0.0004,0.1667,5.8065,Normal
"{frozen meals, whole milk}",{fruit/vegetable juice},0.0004,0.1667,5.3995,Normal
"{pork, shopping bags}",{brown bread},0.0004,0.1667,4.7946,Normal
"{sausage, white bread}",{brown bread},0.0004,0.1667,4.7946,Normal
"{coffee, pastry}",{butter},0.0004,0.1667,4.5672,Normal
"{dessert, other vegetables}",{curd},0.0004,0.1667,4.3116,Normal
"{rolls/buns, white bread}",{curd},0.0004,0.1667,4.3116,Normal
"{sausage, white bread}",{curd},0.0004,0.1667,4.3116,Normal
"{curd, frankfurter}",{beef},0.0004,0.1667,3.4909,Normal
"{coffee, pastry}",{bottled beer},0.0004,0.1667,3.2008,Normal
"{dessert, other vegetables}",{bottled beer},0.0004,0.1667,3.2008,Normal
"{butter, citrus fruit}",{bottled water},0.0006,0.1667,2.7644,Normal
"{pork, shopping bags}",{canned beer},0.0004,0.1667,2.6442,Normal
"{sausage, white bread}",{canned beer},0.0004,0.1667,2.6442,Normal
"{canned beer, frankfurter}",{pip fruit},0.0004,0.1667,2.6084,Normal
"{brown bread, citrus fruit}",{frankfurter},0.0004,0.1667,2.3727,Normal
"{citrus fruit, frozen vegetables}",{frankfurter},0.0004,0.1667,2.3727,Normal
"{coffee, sausage}",{frankfurter},0.0004,0.1667,2.3727,Normal
"{margarine, yogurt}",{frankfurter},0.0004,0.1667,2.3727,Normal
"{onions, rolls/buns}",{root vegetables},0.0004,0.1667,2.0415,Normal
"{pork, shopping bags}",{root vegetables},0.0004,0.1667,2.0415,Normal
"{bottled water, domestic eggs}",{tropical fruit},0.0004,0.1667,1.797,Normal
"{cream cheese , root vegetables}",{tropical fruit},0.0004,0.1667,1.797,Normal
"{onions, other vegetables}",{tropical fruit},0.0004,0.1667,1.797,Normal
"{pastry, root vegetables}",{tropical fruit},0.0006,0.1667,1.797,Normal
"{butter milk, whole milk}",{yogurt},0.0004,0.1667,1.7534,Normal
"{canned beer, frankfurter}",{yogurt},0.0004,0.1667,1.7534,Normal
"{citrus fruit, frozen vegetables}",{yogurt},0.0004,0.1667,1.7534,Normal
"{cream cheese , root vegetables}",{yogurt},0.0004,0.1667,1.7534,Normal
"{onions, other vegetables}",{yogurt},0.0004,0.1667,1.7534,Normal
"{onions, rolls/buns}",{yogurt},0.0004,0.1667,1.7534,Normal
"{bottled water, rolls/buns}",{soda},0.0009,0.1667,1.6602,Normal
"{coffee, sausage}",{soda},0.0004,0.1667,1.6602,Normal
"{frankfurter, pastry}",{soda},0.0006,0.1667,1.6602,Normal
"{fruit/vegetable juice, other vegetables}",{soda},0.0006,0.1667,1.6602,Normal
"{pastry, pip fruit}",{soda},0.0004,0.1667,1.6602,Normal
"{pastry, root vegetables}",{soda},0.0006,0.1667,1.6602,Normal
"{pork, shopping bags}",{soda},0.0004,0.1667,1.6602,Normal
"{frozen meals, soda}",{sausage},0.0004,0.1667,1.6071,Normal
"{frozen vegetables, whole milk}",{sausage},0.0009,0.1667,1.6071,Normal
"{newspapers, yogurt}",{sausage},0.0006,0.1667,1.6071,Normal
"{whipped/sour cream, yogurt}",{sausage},0.0006,0.1667,1.6071,Normal
"{beverages, soda}",{rolls/buns},0.0004,0.1667,1.3955,Normal
"{butter, citrus fruit}",{rolls/buns},0.0006,0.1667,1.3955,Normal
"{citrus fruit, pastry}",{rolls/buns},0.0006,0.1667,1.3955,Normal
"{coffee, pastry}",{rolls/buns},0.0004,0.1667,1.3955,Normal
"{dessert, other vegetables}",{rolls/buns},0.0004,0.1667,1.3955,Normal
"{margarine, yogurt}",{rolls/buns},0.0004,0.1667,1.3955,Normal
"{onions, other vegetables}",{rolls/buns},0.0004,0.1667,1.3955,Normal
"{pastry, root vegetables}",{rolls/buns},0.0006,0.1667,1.3955,Normal
"{pork, root vegetables}",{rolls/buns},0.0006,0.1667,1.3955,Normal
"{pork, shopping bags}",{rolls/buns},0.0004,0.1667,1.3955,Normal
{pot plants},{other vegetables},0.0012,0.1667,1.1719,Normal
"{bottled beer, soda}",{other vegetables},0.0007,0.1667,1.1719,Normal
"{citrus fruit, pastry}",{other vegetables},0.0006,0.1667,1.1719,Normal
"{curd, frankfurter}",{other vegetables},0.0004,0.1667,1.1719,Normal
"{frankfurter, pastry}",{other vegetables},0.0006,0.1667,1.1719,Normal
"{frozen meals, whole milk}",{other vegetables},0.0004,0.1667,1.1719,Normal
"{newspapers, root vegetables}",{other vegetables},0.0006,0.1667,1.1719,Normal
"{newspapers, yogurt}",{other vegetables},0.0006,0.1667,1.1719,Normal
"{onions, rolls/buns}",{other vegetables},0.0004,0.1667,1.1719,Normal
"{pork, shopping bags}",{other vegetables},0.0004,0.1667,1.1719,Normal
{cat food},{whole milk},0.0016,0.1667,0.8566,Normal
{zwieback},{whole milk},0.0009,0.1667,0.8566,Normal
"{butter, root vegetables}",{whole milk},0.0004,0.1667,0.8566,Normal
"{canned beer, frankfurter}",{whole milk},0.0004,0.1667,0.8566,Normal
"{canned beer, other vegetables}",{whole milk},0.001,0.1667,0.8566,Normal
"{chicken, rolls/buns}",{whole milk},0.0009,0.1667,0.8566,Normal
"{citrus fruit, frozen vegetables}",{whole milk},0.0004,0.1667,0.8566,Normal
"{citrus fruit, pastry}",{whole milk},0.0006,0.1667,0.8566,Normal
"{coffee, sausage}",{whole milk},0.0004,0.1667,0.8566,Normal
"{cream cheese , root vegetables}",{whole milk},0.0004,0.1667,0.8566,Normal
"{margarine, yogurt}",{whole milk},0.0004,0.1667,0.8566,Normal
"{pastry, pip fruit}",{whole milk},0.0004,0.1667,0.8566,Normal
{meat},{other vegetables},0.004,0.1657,1.165,Normal
"{other vegetables, rolls/buns}",{whole milk},0.0025,0.165,0.8482,Normal
{specialty bar},{whole milk},0.0023,0.1649,0.8477,Normal
{pip fruit},{whole milk},0.0105,0.1648,0.8469,Normal
"{other vegetables, soda}",{whole milk},0.002,0.1647,0.8465,Normal
{packaged fruit/vegetables},{rolls/buns},0.0019,0.1646,1.3779,Normal
{white bread},{other vegetables},0.0035,0.1644,1.1559,Normal
{curd},{whole milk},0.0063,0.1642,0.8438,Normal
{processed cheese},{rolls/buns},0.0014,0.1639,1.3727,Normal
{pasta},{sausage},0.0013,0.1636,1.5779,Normal
{condensed milk},{rolls/buns},0.0013,0.1636,1.3702,Normal
{pasta},{whole milk},0.0013,0.1636,0.841,Normal
"{fruit/vegetable juice, whole milk}",{rolls/buns},0.001,0.1628,1.3631,Normal
"{pip fruit, rolls/buns}",{other vegetables},0.001,0.1628,1.1447,Normal
"{bottled beer, sausage}",{whole milk},0.001,0.1628,0.8366,Normal
"{pip fruit, rolls/buns}",{whole milk},0.001,0.1628,0.8366,Normal
{cream cheese },{whole milk},0.0038,0.1625,0.8351,Normal
"{whole milk, yogurt}",{rolls/buns},0.0027,0.1624,1.3597,Normal
{liquor (appetizer)},{soda},0.0009,0.1622,1.6153,Normal
"{brown bread, whole milk}",{other vegetables},0.0009,0.1622,1.1402,Normal
"{frankfurter, yogurt}",{other vegetables},0.0009,0.1622,1.1402,Normal
{pork},{whole milk},0.0097,0.1622,0.8337,Normal
{chocolate},{rolls/buns},0.0038,0.1615,1.3522,Normal
"{chocolate, whole milk}",{bottled beer},0.0007,0.1613,3.0976,Normal
"{chocolate, whole milk}",{rolls/buns},0.0007,0.1613,1.3505,Normal
"{chocolate, whole milk}",{other vegetables},0.0007,0.1613,1.1341,Normal
{liquor},{other vegetables},0.0013,0.1607,1.1301,Normal
"{rolls/buns, soda}",{whole milk},0.0019,0.1605,0.8248,Normal
"{citrus fruit, frankfurter}",{tropical fruit},0.0006,0.16,1.7252,Normal
"{sausage, whipped/sour cream}",{tropical fruit},0.0006,0.16,1.7252,Normal
{instant coffee},{yogurt},0.0006,0.16,1.6833,Normal
"{sausage, whipped/sour cream}",{yogurt},0.0006,0.16,1.6833,Normal
"{sausage, whipped/sour cream}",{soda},0.0006,0.16,1.5938,Normal
{instant coffee},{rolls/buns},0.0006,0.16,1.3397,Normal
"{chicken, yogurt}",{rolls/buns},0.0006,0.16,1.3397,Normal
{spread cheese},{other vegetables},0.0012,0.16,1.125,Normal
"{citrus fruit, frankfurter}",{other vegetables},0.0006,0.16,1.125,Normal
"{frankfurter, whole milk}",{other vegetables},0.0016,0.1594,1.121,Normal
"{frankfurter, other vegetables}",{whole milk},0.0016,0.1594,0.8193,Normal
"{other vegetables, tropical fruit}",{whole milk},0.0016,0.1594,0.8193,Normal
{mustard},{bottled water},0.001,0.1591,2.6387,Normal
{mustard},{frankfurter},0.001,0.1591,2.2648,Normal
{mustard},{yogurt},0.001,0.1591,1.6737,Normal
{seasonal products},{rolls/buns},0.001,0.1591,1.3321,Normal
{soft cheese},{other vegetables},0.0014,0.1587,1.1161,Normal
{sauces},{sugar},0.0004,0.1579,9.9517,Normal
"{hamburger meat, soda}",{beverages},0.0004,0.1579,7.9904,Normal
"{other vegetables, specialty bar}",{beverages},0.0004,0.1579,7.9904,Normal
{house keeping products},{frozen vegetables},0.0004,0.1579,5.5009,Normal
"{waffles, whole milk}",{brown bread},0.0004,0.1579,4.5423,Normal
